PC1,PC2,imdb_score,num_voted_users,duration,budget
-578.6945087562228,477.24276535805905,1.4492913513642232,1.5578599136780595,2.2784330344027324,1.665631233851936
3352.9379861495327,-464.1241995700587,0.5606820681596573,1.5578599136780595,2.2784330344027324,1.665631233851936
-1321.4329696171287,-127.30145510681534,0.2518546713366676,1.5578599136780595,1.9677355807622077,1.665631233851936
26316.20040155119,16348.325815201539,2.1784221257556715,1.5578599136780595,2.2784330344027324,1.665631233851936
-1655.114532572189,143.70641192409622,0.5606820681596573,-2.315344060464678,-0.1213227269443654,0.046614577640623
-1003.0702408274062,161.01550375953283,0.0533102880856078,1.4863356534189498,1.2732170810812675,1.665631233851936
9925.694623235058,953.9952890299284,-0.3262546473227029,1.5578599136780595,2.2784330344027324,1.665631233851936
-1148.5362005015518,-68.97082499229555,1.3330111747201523,1.5578599136780595,-0.277861781835219,1.665631233851936
23345.19645144593,12927.496104850952,0.9931106905402188,1.5578599136780595,1.6694773935208358,1.665631233851936
11408.972872508308,6726.927106372466,0.9931106905402188,1.5578599136780595,2.1758439038536563,1.665631233851936
2672.9709845835123,814.3981468170897,0.3533264811916016,1.5578599136780595,2.2784330344027324,1.665631233851936
8191.875062266892,-1775.2180609286472,-0.4175106696792455,1.5578599136780595,2.2784330344027324,1.665631233851936
-1239.6968287018308,100.7602359734332,0.1518501317630888,1.5578599136780595,0.0326247510477995,1.665631233851936
3365.436768499814,-444.0791979637744,0.7739369323943041,1.5578599136780595,2.093076668611954,1.665631233851936
438.1646923963865,271.3080749696113,-0.0437674631299329,1.3352314491785824,2.0514566605538493,1.665631233851936
1381.3428546358434,-161.95697894008347,0.6665708548892736,1.5578599136780595,1.755545959651062,1.665631233851936
-1494.4330004256185,-62.931597534093896,0.0533102880856078,1.1545605413936728,2.0514566605538493,1.665631233851936
23357.92594404575,12947.911224752566,1.6863355350823028,1.5578599136780595,2.2784330344027324,1.665631233851936
9144.445891011826,-1995.994670896375,0.1518501317630888,1.5578599136780595,1.45118951288306,1.665631233851936
-786.2423283038386,283.2888811865546,0.2518546713366676,1.5578599136780595,0.0326247510477995,1.665631233851936
-611.7738282827481,312.8851834197708,0.9931106905402188,1.5578599136780595,2.2784330344027324,1.665631233851936
8182.875304757237,-1755.7107828429023,0.4562681073546598,1.5578599136780595,2.1758439038536563,1.665631233851936
-713.0391238741611,292.9828212154109,0.1518501317630888,1.4842757505499786,2.2784330344027324,1.665631233851936
-608.6386409685335,317.9135539712406,1.4492913513642232,1.5578599136780595,2.2784330344027324,1.665631233851936
4308.797051758251,-734.4982229185413,-0.4175106696792455,1.149030517513325,0.3823816965416685,1.665631233851936
-797.4372859337384,-279.05375831853297,0.6665708548892736,1.5578599136780595,2.2784330344027324,1.665631233851936
12039.540304818667,-2879.517767801972,1.2182225549742611,1.5578599136780595,2.2784330344027324,1.665631233851936
19403.63973370316,5687.392158623449,1.8071040670421836,1.5578599136780595,1.9256311098954224,1.665631233851936
8088.743033430605,-2096.746162694028,-0.5956796677376061,1.439449523143535,1.2282415425873243,1.665631233851936
450.34826431628903,290.84738235433724,0.4562681073546598,1.5578599136780595,0.9077433385962984,1.665631233851936
-1088.1775801118326,71.4552183561793,1.3330111747201523,1.5578599136780595,1.755545959651062,1.665631233851936
9913.089524079242,933.7804987168571,0.7739369323943041,1.5578599136780595,1.4069813596094911,1.665631233851936
2884.9132555279366,1719.9888178608921,0.6665708548892736,1.5578599136780595,2.2784330344027324,1.665631233851936
25204.992018261353,4171.310683461483,-0.0437674631299329,1.5578599136780595,0.1338731755761244,1.665631233851936
-800.5047564729664,185.46381220591027,0.2518546713366676,1.5578599136780595,-0.0697247404782103,1.665631233851936
-813.133570014353,330.6443958898385,0.7739369323943041,1.5578599136780595,-0.0697247404782103,1.665631233851936
-1054.214504665085,133.62772361026467,-0.5073180785534828,1.5578599136780595,2.0514566605538493,1.665631233851936
-616.0529360539656,354.6752533149307,-0.7680767366341011,1.5578599136780595,2.2784330344027324,1.665631233851936
15521.305004009915,6674.4327508340275,-0.1393857550831951,1.3010996764629312,1.1830684182418942,1.665631233851936
8144.986272474551,-1894.5404036146278,0.1518501317630888,1.5578599136780595,1.7125987425333344,1.665631233851936
8180.358504196838,-1738.8161195582059,0.2518546713366676,1.5578599136780595,0.954153798640881,1.665631233851936
-673.2428746230883,311.57902303567994,-0.233547251483456,0.8106820007431041,0.0326247510477995,1.665631233851936
-1313.6464570940357,23.608534128658988,-0.8521179812306853,1.5377733610367186,0.8611175442452372,1.665631233851936
-599.1501295145404,253.22213133483152,1.9293732065718825,1.5578599136780595,-0.1213227269443654,1.665631233851936
1408.5869979323722,17.501620048553747,0.0533102880856078,1.5578599136780595,0.6246603259605338,1.665631233851936
24018.953170304478,7572.92948350759,0.6665708548892736,1.5578599136780595,1.6261799727965731,1.665631233851936
9155.19870204843,-1978.750295159584,0.4562681073546598,1.5578599136780595,0.8611175442452372,1.665631233851936
24555.882214634305,13631.487575931242,1.5670653803842172,1.5578599136780595,2.0096768595898893,1.665631233851936
-556.4753562793212,473.02135487485305,1.3330111747201523,1.5578599136780595,1.2732170810812675,1.665631233851936
-1184.561279586228,-215.41866643455594,-0.233547251483456,0.8530432521105923,0.4313220850816979,1.665631233851936
-1235.2680633184682,-245.81875361332553,0.7739369323943041,1.5578599136780595,1.755545959651062,1.665631233851936
-1145.6191094071542,-116.692647041738,0.0533102880856078,1.533302396947939,0.528469308507725,1.665631233851936
